Entity,Year,Code,Male (males suffering from depression),Female (females suffering from depression),Male Population,Female Population,Percentage of Male Suffering from Depression,Percentage of Female Suffering from Depression
Germany,2000,DEU,1241621.59,2223197.585,39680441,41807312,3.13%,5.32%
Germany,2001,DEU,1250936.361,2247122.659,39734149,41801695,3.15%,5.38%
Germany,2002,DEU,1260425.144,2274388.942,39799779,41812077,3.17%,5.44%
Germany,2003,DEU,1269210.041,2297095.381,39863381,41823119,3.18%,5.49%
Germany,2004,DEU,1277016.313,2321272.132,39903961,41811699,3.20%,5.55%
Germany,2005,DEU,1282741.363,2341967.419,39908226,41763017,3.21%,5.61%
Germany,2006,DEU,1281772.828,2337711.975,39869913,41670447,3.21%,5.61%
Germany,2007,DEU,1280580.113,2331300.888,39799485,41544967,3.22%,5.61%
Germany,2008,DEU,1276126.217,2325370.327,39720389,41410555,3.21%,5.62%
Germany,2009,DEU,1275513.854,2316627.888,39665095,41300519,3.22%,5.61%
Germany,2010,DEU,1271861.549,2312442.925,39656447,41238351,3.21%,5.61%
Germany,2011,DEU,1273507.243,2321284.768,39702119,41231861,3.21%,5.63%
Germany,2012,DEU,1278055.858,2334347.982,39793723,41272500,3.21%,5.66%
Germany,2013,DEU,1284600.438,2356009.191,39918023,41347127,3.22%,5.70%
Germany,2014,DEU,1289502.355,2379852.019,40054430,41435225,3.22%,5.74%
Germany,2015,DEU,1303371.459,2404403.834,40186938,41520861,3.24%,5.79%
Germany,2016,DEU,1313647.683,2433723.872,40313093,41601575,3.26%,5.85%
Ghana,1990,GHA,168399.7022,223175.0292,7433549,7194715,2.27%,3.10%
Ghana,1991,GHA,173329.8424,229692.0246,7636032,7403483,2.27%,3.10%
Ghana,1992,GHA,177824.3662,236130.0105,7842105,7621748,2.27%,3.10%
Ghana,1993,GHA,183308.5239,243853.0987,8051096,7845340,2.28%,3.11%
Ghana,1994,GHA,188567.4821,251512.3628,8261946,8068227,2.28%,3.12%
Ghana,1995,GHA,194108.7604,259702.0836,8473962,8286506,2.29%,3.13%
Ghana,1996,GHA,198630.1355,266797.4102,8687174,8498434,2.29%,3.14%
Ghana,1997,GHA,203502.2608,274977.8288,8902178,8706649,2.29%,3.16%
Ghana,1998,GHA,208986.9564,283281.7368,9119583,8916911,2.29%,3.18%
Ghana,1999,GHA,213978.3998,291660.1846,9340269,9137346,2.29%,3.19%
Ghana,2000,GHA,219720.8695,301153.3921,9564981,9373774,2.30%,3.21%
Ghana,2001,GHA,225109.0899,310747.8462,9794110,9627489,2.30%,3.23%
Ghana,2002,GHA,231270.2293,320988.2831,10027937,9896581,2.31%,3.24%
Ghana,2003,GHA,237124.0511,331366.1841,10267064,10179717,2.31%,3.26%
Ghana,2004,GHA,244517.3102,343186.6418,10512129,10474401,2.33%,3.28%
Ghana,2005,GHA,251098.5379,355052.3194,10763707,10778294,2.33%,3.29%
Ghana,2006,GHA,257104.6615,365877.707,11021621,11091800,2.33%,3.30%
Ghana,2007,GHA,263455.9273,376843.2312,11286109,11414107,2.33%,3.30%
Ghana,2008,GHA,269589.9336,388326.8251,11558584,11740052,2.33%,3.31%
Ghana,2009,GHA,277547.172,400441.5059,11840831,12062994,2.34%,3.32%
Ghana,2010,GHA,284553.7865,411438.2759,12133842,12378251,2.35%,3.32%
Ghana,2011,GHA,292842.4421,421707.8175,12438323,12683463,2.35%,3.32%
Ghana,2012,GHA,300693.3244,432210.8243,12753123,12979925,2.36%,3.33%
Ghana,2013,GHA,309347.7662,440968.8197,13075047,13271203,2.37%,3.32%
Ghana,2014,GHA,318348.1436,451401.9773,13399735,13562837,2.38%,3.33%
Ghana,2015,GHA,328292.6835,462691.4884,13723929,13858891,2.39%,3.34%
Ghana,2016,GHA,337259.7553,472407.429,14046403,14160324,2.40%,3.34%
Greece,1990,GRC,153245.2057,296174.293,5081916,5166614,3.02%,5.73%
Greece,1991,GRC,154465.777,298847.6905,5129853,5212037,3.01%,5.73%
Greece,1992,GRC,156022.5382,300822.1435,5186593,5264819,3.01%,5.71%
Greece,1993,GRC,157568.3853,304022.1039,5248000,5321423,3.00%,5.71%
Greece,1994,GRC,159365.7997,306958.414,5308063,5376756,3.00%,5.71%
Greece,1995,GRC,161015.5193,309925.2109,5362298,5427077,3.00%,5.71%
Greece,1996,GRC,164839.4117,317546.8908,5409578,5471325,3.05%,5.80%
Greece,1997,GRC,168896.3519,324722.0062,5450777,5510348,3.10%,5.89%
Greece,1998,GRC,172454.7139,331982.3416,5485820,5544578,3.14%,5.99%
Greece,1999,GRC,176430.4657,340015.7385,5515191,5575079,3.20%,6.10%
Greece,2000,GRC,180127.3953,347208.8214,5539395,5602734,3.25%,6.20%
Greece,2001,GRC,182165.4651,349900.8218,5557570,5626821,3.28%,6.22%
Greece,2002,GRC,183680.1175,352405.1377,5569702,5647096,3.30%,6.24%
Greece,2003,GRC,185533.517,355381.9343,5578140,5665417,3.33%,6.27%
Greece,2004,GRC,186937.0893,358505.0418,5586136,5684338,3.35%,6.31%
Greece,2005,GRC,189057.1667,361077.8066,5595835,5705363,3.38%,6.33%
Greece,2006,GRC,189011.2769,360755.0888,5608773,5729996,3.37%,6.30%
Greece,2007,GRC,189079.9273,360564.648,5623877,5757024,3.36%,6.26%
Greece,2008,GRC,189203.0256,359949.9893,5637583,5782062,3.36%,6.23%
Greece,2009,GRC,189121.4765,359564.4422,5644785,5799047,3.35%,6.20%
Greece,2010,GRC,188960.4682,358288.4945,5642095,5803902,3.35%,6.17%
Greece,2011,GRC,187551.0231,356338.0063,5628052,5794750,3.33%,6.15%
Greece,2012,GRC,185105.8556,353126.6851,5604566,5773687,3.30%,6.12%
Greece,2013,GRC,183069.6566,350118.5373,5575706,5745594,3.28%,6.09%
Greece,2014,GRC,180924.2872,347539.1744,5547270,5717465,3.26%,6.08%
Greece,2015,GRC,178883.281,344692.4469,5523444,5694359,3.24%,6.05%
Greece,2016,GRC,177420.4087,342421.9805,5505712,5678003,3.22%,6.03%
Greenland,1990,GRL,1298.130512,1868.129551,27802,27802,4.67%,6.72%
Greenland,1991,GRL,1297.598814,1867.062499,27894.5,27894.5,4.65%,6.69%
Greenland,1992,GRL,1291.656329,1863.6008,27930.5,27930.5,4.62%,6.67%
Greenland,1993,GRL,1300.050286,1865.62615,27924,27924,4.66%,6.68%
Greenland,1994,GRL,1301.331136,1868.626042,27907.5,27907.5,4.66%,6.70%
Greenland,1995,GRL,1302.042082,1877.745304,27905.5,27905.5,4.67%,6.73%
Greenland,1996,GRL,1293.806924,1863.460535,27918.5,27918.5,4.63%,6.67%
Greenland,1997,GRL,1282.822695,1854.667537,27940.5,27940.5,4.59%,6.64%
Greenland,1998,GRL,1278.144284,1852.212392,27974,27974,4.57%,6.62%
Greenland,1999,GRL,1274.147191,1846.065425,28023,28023,4.55%,6.59%
Greenland,2000,GRL,1271.410447,1846.497916,28087.5,28087.5,4.53%,6.57%
Greenland,2001,GRL,1270.605305,1842.388293,28163.5,28163.5,4.51%,6.54%
Greenland,2002,GRL,1273.243263,1840.539415,28259,28259,4.51%,6.51%
Greenland,2003,GRL,1268.915274,1838.495666,28354,28354,4.48%,6.48%
Greenland,2004,GRL,1271.291739,1846.084477,28430.5,28430.5,4.47%,6.49%
Greenland,2005,GRL,1269.92663,1847.429781,28475.5,28475.5,4.46%,6.49%
Greenland,2006,GRL,1268.727877,1850.636028,28485.5,28485.5,4.45%,6.50%
Greenland,2007,GRL,1271.746135,1848.28101,28463.5,28463.5,4.47%,6.49%
Greenland,2008,GRL,1277.354245,1851.464688,28420.5,28420.5,4.49%,6.51%
Greenland,2009,GRL,1284.245151,1856.491185,28364,28364,4.53%,6.55%
Greenland,2010,GRL,1286.514594,1859.227523,28319,28319,4.54%,6.57%
Greenland,2011,GRL,1278.109429,1848.616613,28276,28276,4.52%,6.54%
Greenland,2012,GRL,1273.772142,1842.79577,28235,28235,4.51%,6.53%
Greenland,2013,GRL,1268.44054,1833.70415,28207,28207,4.50%,6.50%
Greenland,2014,GRL,1260.603784,1819.077599,28191,28191,4.47%,6.45%
Greenland,2015,GRL,1249.883211,1807.063173,28188.5,28188.5,4.43%,6.41%
Greenland,2016,GRL,1243.210345,1793.360965,28206,28206,4.41%,6.36%
Grenada,1990,GRD,959.8632734,1552.187518,47515,48775,2.02%,3.18%
Grenada,1991,GRD,964.2257282,1541.734155,47661,48796,2.02%,3.16%
Grenada,1992,GRD,976.477259,1556.36076,48066,49135,2.03%,3.17%
Grenada,1993,GRD,994.4618269,1576.437274,48624,49685,2.05%,3.17%
Grenada,1994,GRD,1017.043527,1605.898243,49172,50232,2.07%,3.20%
Grenada,1995,GRD,1034.495048,1628.746516,49584,50667,2.09%,3.21%
Grenada,1996,GRD,1054.68491,1650.495832,49842,50946,2.12%,3.24%
Grenada,1997,GRD,1070.66933,1667.996664,49997,51131,2.14%,3.26%
Grenada,1998,GRD,1084.78767,1680.235429,50074,51232,2.17%,3.28%
Grenada,1999,GRD,1096.546684,1691.070162,50138,51300,2.19%,3.30%
Grenada,2000,GRD,1118.027901,1714.391245,50245,51377,2.23%,3.34%
Grenada,2001,GRD,1134.259231,1728.313959,50390,51458,2.25%,3.36%
Grenada,2002,GRD,1154.493176,1754.519906,50561,51539,2.28%,3.40%
Grenada,2003,GRD,1179.313149,1776.890303,50757,51613,2.32%,3.44%
Grenada,2004,GRD,1201.860708,1804.74059,50962,51688,2.36%,3.49%
Grenada,2005,GRD,1220.615848,1827.313932,51178,51774,2.39%,3.53%
Grenada,2006,GRD,1234.238949,1842.062585,51380,51873,2.40%,3.55%
Grenada,2007,GRD,1246.547992,1850.060716,51605,51985,2.42%,3.56%
Grenada,2008,GRD,1253.318107,1858.348372,51828,52106,2.42%,3.57%
Grenada,2009,GRD,1264.961044,1864.307579,52058,52237,2.43%,3.57%
Grenada,2010,GRD,1274.6738,1883.471549,52296,52380,2.44%,3.60%
Grenada,2011,GRD,1288.262746,1892.688337,52539,52529,2.45%,3.60%
Grenada,2012,GRD,1300.128428,1908.235071,52793,52693,2.46%,3.62%
Grenada,2013,GRD,1312.294209,1925.573297,53049,52857,2.47%,3.64%
Grenada,2014,GRD,1323.440537,1936.37204,53317,53042,2.48%,3.65%
Grenada,2015,GRD,1336.821579,1949.697981,53584,53243,2.49%,3.66%
Grenada,2016,GRD,1349.426308,1968.445564,53868,53451,2.51%,3.68%
Guam,1990,GUM,1990.186494,2039.594632,69607,60873,2.86%,3.35%
Guam,1991,GUM,2041.70657,2099.157473,71060,62493,2.87%,3.36%
Guam,1992,GUM,2084.0755,2163.660823,72412,64281,2.88%,3.37%
Guam,1993,GUM,2126.382142,2226.734956,73669,66144,2.89%,3.37%
Guam,1994,GUM,2164.418548,2299.966253,74813,67993,2.89%,3.38%
Guam,1995,GUM,2200.703676,2367.802469,75854,69705,2.90%,3.40%
Guam,1996,GUM,2224.778365,2429.365229,76788,71273,2.90%,3.41%
Guam,1997,GUM,2241.167709,2487.622986,77604,72699,2.89%,3.42%
Guam,1998,GUM,2265.433205,2549.788364,78317,73957,2.89%,3.45%
Guam,1999,GUM,2290.536185,2607.47916,78921,75034,2.90%,3.48%
Guam,2000,GUM,2313.21441,2656.801347,79427,75896,2.91%,3.50%
Guam,2001,GUM,2340.422666,2701.05204,79845,76550,2.93%,3.53%
Guam,2002,GUM,2362.989299,2733.988613,80174,77000,2.95%,3.55%
Guam,2003,GUM,2383.964683,2761.858649,80433,77288,2.96%,3.57%
Guam,2004,GUM,2409.739349,2786.40549,80609,77485,2.99%,3.60%
Guam,2005,GUM,2430.439949,2818.28749,80748,77658,3.01%,3.63%
Guam,2006,GUM,2463.304272,2845.387127,80833,77812,3.05%,3.66%
Guam,2007,GUM,2493.227204,2879.424333,80896,77961,3.08%,3.69%
Guam,2008,GUM,2528.529846,2913.893774,80933,78109,3.12%,3.73%
Guam,2009,GUM,2566.696548,2958.586161,80975,78262,3.17%,3.78%
Guam,2010,GUM,2620.875877,3002.251369,81023,78416,3.23%,3.83%
Guam,2011,GUM,2657.269858,3053.39461,81097,78583,3.28%,3.89%
Guam,2012,GUM,2705.111821,3117.893199,81195,78776,3.33%,3.96%
Guam,2013,GUM,2755.014075,3190.574283,81358,79018,3.39%,4.04%
Guam,2014,GUM,2814.505511,3260.54924,81614,79355,3.45%,4.11%
Guam,2015,GUM,2871.29623,3333.744247,81994,79804,3.50%,4.18%
Guam,2016,GUM,2914.905434,3402.87656,82512,80382,3.53%,4.23%
Guatemala,1990,GTM,90105.40471,133889.1124,4603183,4660637,1.96%,2.87%
Guatemala,1991,GTM,92580.44474,138453.1149,4705710,4777563,1.97%,2.90%
Guatemala,1992,GTM,95430.81336,143570.2202,4810691,4897861,1.98%,2.93%
Guatemala,1993,GTM,98212.7099,148799.7848,4917727,5020972,2.00%,2.96%
Guatemala,1994,GTM,100967.958,154625.7459,5026191,5146112,2.01%,3.00%
Guatemala,1995,GTM,104250.2589,160857.5976,5135767,5272719,2.03%,3.05%
Guatemala,1996,GTM,106767.795,166726.8946,5246158,5400518,2.04%,3.09%
Guatemala,1997,GTM,109729.5014,173527.7891,5357874,5529763,2.05%,3.14%
Guatemala,1998,GTM,112614.2078,180266.9374,5472359,5661143,2.06%,3.18%
Guatemala,1999,GTM,115685.6614,187452.3549,5591533,5795675,2.07%,3.23%
Guatemala,2000,GTM,119103.3872,195775.8615,5716737,5934007,2.08%,3.30%
Guatemala,2001,GTM,121659.1229,201179.9729,5848515,6076426,2.08%,3.31%
Guatemala,2002,GTM,124649.2194,207815.9269,5986326,6222528,2.08%,3.34%
Guatemala,2003,GTM,127676.7946,214355.6447,6129000,6371479,2.08%,3.36%
Guatemala,2004,GTM,130892.7953,220863.3422,6274837,6522089,2.09%,3.39%
Guatemala,2005,GTM,134318.1796,228056.4156,6422517,6673511,2.09%,3.42%
Guatemala,2006,GTM,136899.5814,233129.8478,6571634,6825378,2.08%,3.42%
Guatemala,2007,GTM,139423.2127,237603.6607,6722383,6977902,2.07%,3.41%
Guatemala,2008,GTM,142189.6151,243601.3282,6874883,7131480,2.07%,3.42%
Guatemala,2009,GTM,144455.7057,248931.6667,7029446,7286758,2.06%,3.42%
Guatemala,2010,GTM,147621.3516,254811.4759,7186236,7444184,2.05%,3.42%
Guatemala,2011,GTM,151635.8893,259732.262,7345140,7603780,2.06%,3.42%
Guatemala,2012,GTM,155668.7713,265021.3912,7505811,7765246,2.07%,3.41%
Guatemala,2013,GTM,159313.8233,270352.4884,7667923,7928283,2.08%,3.41%
Guatemala,2014,GTM,163558.1134,275938.4028,7831099,8092463,2.09%,3.41%
Guatemala,2015,GTM,168320.1704,280814.9781,7995000,8257425,2.11%,3.40%
Guatemala,2016,GTM,172161.2158,287095.3628,8159446,8423019,2.11%,3.41%
Guinea,1990,GIN,63536.24949,106107.3178,2987433,3053662,2.13%,3.47%
Guinea,1991,GIN,66622.12142,111310.7634,3153971,3220359,2.11%,3.46%
Guinea,1992,GIN,70712.65117,117484.8409,3346154,3412681,2.11%,3.44%
Guinea,1993,GIN,74821.80584,123940.4105,3548466,3614770,2.11%,3.43%
Guinea,1994,GIN,78537.34458,130749.2796,3739549,3804744,2.10%,3.44%
Guinea,1995,GIN,82371.53681,136592.8971,3904143,3967031,2.11%,3.44%
Guinea,1996,GIN,85007.80471,140414.2506,4036626,4095936,2.11%,3.43%
Guinea,1997,GIN,87432.70185,143630.4827,4141678,4196308,2.11%,3.42%
Guinea,1998,GIN,89240.59124,146714.4686,4227160,4276146,2.11%,3.43%
Guinea,1999,GIN,91338.96746,149079.4115,4305541,4348225,2.12%,3.43%
Guinea,2000,GIN,93350.97866,152111.238,4386304,4422252,2.13%,3.44%
Guinea,2001,GIN,95001.59438,153835.7051,4471200,4499928,2.12%,3.42%
Guinea,2002,GIN,97024.81114,156374.4613,4558110,4579236,2.13%,3.41%
Guinea,2003,GIN,99181.16423,158707.6742,4648049,4661794,2.13%,3.40%
Guinea,2004,GIN,101466.344,161876.8636,4741441,4748783,2.14%,3.41%
Guinea,2005,GIN,104160.1984,165391.0766,4838658,4841092,2.15%,3.42%
Guinea,2006,GIN,106701.8259,169116.3036,4941040,4940390,2.16%,3.42%
Guinea,2007,GIN,109980.1061,173501.8877,5049449,5047274,2.18%,3.44%
Guinea,2008,GIN,113208.3765,178170.1131,5162999,5160143,2.19%,3.45%
Guinea,2009,GIN,116533.6499,183490.4989,5280147,5276380,2.21%,3.48%
Guinea,2010,GIN,120298.6097,189198.5703,5399923,5394253,2.23%,3.51%
Guinea,2011,GIN,123871.3044,194284.0686,5521989,5513181,2.24%,3.52%
Guinea,2012,GIN,127634.4826,199933.5226,5647202,5634262,2.26%,3.55%
Guinea,2013,GIN,131818.699,205237.4584,5777163,5759459,2.28%,3.56%
Guinea,2014,GIN,135769.5721,211293.5264,5914065,5891447,2.30%,3.59%
Guinea,2015,GIN,140010.3631,217668.8663,6059372,6032162,2.31%,3.61%
Guinea,2016,GIN,144498.3347,223874.5692,6213687,6182229,2.33%,3.62%
Guinea-Bissau,1990,GNB,11334.00615,18622.56719,493914,518372,2.29%,3.59%
Guinea-Bissau,1991,GNB,11538.53843,18991.404,506253,530901,2.28%,3.58%
Guinea-Bissau,1992,GNB,11763.02067,19353.90854,518967,543834,2.27%,3.56%
Guinea-Bissau,1993,GNB,12008.67174,19779.36658,531750,556817,2.26%,3.55%
Guinea-Bissau,1994,GNB,12241.33646,20234.55504,544132,569396,2.25%,3.55%
Guinea-Bissau,1995,GNB,12564.87522,20706.58537,555849,581272,2.26%,3.56%
Guinea-Bissau,1996,GNB,12816.48558,21119.94739,566772,592290,2.26%,3.57%
Guinea-Bissau,1997,GNB,13113.48979,21601.80176,577073,602651,2.27%,3.58%
Guinea-Bissau,1998,GNB,13466.08952,22158.26837,587115,612806,2.29%,3.62%
Guinea-Bissau,1999,GNB,13864.03921,22746.78697,597389,623406,2.32%,3.65%
Guinea-Bissau,2000,GNB,14208.7515,23324.69236,608282,634944,2.34%,3.67%
Guinea-Bissau,2001,GNB,14581.09928,23798.27773,619921,647590,2.35%,3.67%
Guinea-Bissau,2002,GNB,14948.36992,24331.00791,632265,661252,2.36%,3.68%
Guinea-Bissau,2003,GNB,15365.89979,24903.23838,645410,675793,2.38%,3.69%
Guinea-Bissau,2004,GNB,15774.15825,25476.8112,659400,690948,2.39%,3.69%
Guinea-Bissau,2005,GNB,16244.21118,26161.22584,674287,706553,2.41%,3.70%
Guinea-Bissau,2006,GNB,16644.84722,26749.34908,690110,722551,2.41%,3.70%
Guinea-Bissau,2007,GNB,17036.67841,27359.33531,706893,739064,2.41%,3.70%
Guinea-Bissau,2008,GNB,17492.90252,28040.87246,724617,756218,2.41%,3.71%
Guinea-Bissau,2009,GNB,18002.12778,28794.28559,743233,774221,2.42%,3.72%
Guinea-Bissau,2010,GNB,18519.48703,29614.52028,762680,793189,2.43%,3.73%
Guinea-Bissau,2011,GNB,18926.986,30350.55807,782970,813186,2.42%,3.73%
Guinea-Bissau,2012,GNB,19497.58127,31138.15294,804047,834093,2.42%,3.73%
Guinea-Bissau,2013,GNB,20019.5019,31956.59806,825753,855736,2.42%,3.73%
Guinea-Bissau,2014,GNB,20585.66784,32888.57777,847908,877835,2.43%,3.75%
Guinea-Bissau,2015,GNB,21152.21249,33768.15244,870333,900195,2.43%,3.75%
Guinea-Bissau,2016,GNB,21715.5315,34744.94942,892965,922737,2.43%,3.77%
Guyana,1990,GUY,9959.461189,16390.79779,366732,376574,2.72%,4.35%
Guyana,1991,GUY,10015.79453,16440.21704,366474,377808,2.73%,4.35%
Guyana,1992,GUY,10216.1826,16572.35944,367956,380177,2.78%,4.36%
Guyana,1993,GUY,10434.44454,16789.23107,370480,382999,2.82%,4.38%
Guyana,1994,GUY,10662.95255,17047.71551,373012,385331,2.86%,4.42%
Guyana,1995,GUY,10868.53806,17294.05229,374783,386515,2.90%,4.47%
Guyana,1996,GUY,11100.02264,17453.52177,375565,386298,2.96%,4.52%
Guyana,1997,GUY,11236.32201,17605.22709,375588,384921,2.99%,4.57%
Guyana,1998,GUY,11370.70321,17728.85898,375136,382811,3.03%,4.63%
Guyana,1999,GUY,11482.12295,17791.30084,374667,380609,3.06%,4.67%
Guyana,2000,GUY,11576.02521,17842.35701,374513,378784,3.09%,4.71%
Guyana,2001,GUY,11690.6067,18032.50592,374789,377482,3.12%,4.78%
Guyana,2002,GUY,11795.21804,18190.12762,375338,376552,3.14%,4.83%
Guyana,2003,GUY,11852.65275,18324.85971,375955,375896,3.15%,4.87%
Guyana,2004,GUY,11961.50996,18510.25136,376325,375330,3.18%,4.93%
Guyana,2005,GUY,12081.16869,18763.40444,376240,374703,3.21%,5.01%
Guyana,2006,GUY,12244.79567,18967.52768,375601,373997,3.26%,5.07%
Guyana,2007,GUY,12450.11091,19205.57592,374550,373314,3.32%,5.14%
Guyana,2008,GUY,12650.16953,19496.15662,373500,372808,3.39%,5.23%
Guyana,2009,GUY,12839.28227,19785.16815,373010,372689,3.44%,5.31%
Guyana,2010,GUY,13084.70665,20022.47057,373463,373096,3.50%,5.37%
Guyana,2011,GUY,13272.73109,20265.71947,375003,374092,3.54%,5.42%
Guyana,2012,GUY,13438.29239,20454.2175,377484,375608,3.56%,5.45%
Guyana,2013,GUY,13574.02019,20633.60295,380605,377472,3.57%,5.47%
Guyana,2014,GUY,13773.0867,20828.60588,383906,379484,3.59%,5.49%
Guyana,2015,GUY,13940.582,21053.65849,387050,381464,3.60%,5.52%
Guyana,2016,GUY,14053.64824,21181.12943,389953,383349,3.60%,5.53%
Haiti,1990,HTI,68847.45776,120204.1045,3499596,3600131,1.97%,3.34%
Haiti,1991,HTI,70223.08859,123039.392,3571204,3672194,1.97%,3.35%
Haiti,1992,HTI,71609.04862,126069.192,3642670,3744309,1.97%,3.37%
Haiti,1993,HTI,73124.45611,128928.3702,3714146,3816551,1.97%,3.38%
Haiti,1994,HTI,74734.43746,131990.7321,3785864,3889040,1.97%,3.39%
Haiti,1995,HTI,76579.43593,135590.4291,3857962,3961846,1.98%,3.42%
Haiti,1996,HTI,78083.47504,138337.4041,3930527,4035028,1.99%,3.43%
Haiti,1997,HTI,79896.77763,141256.0402,4003435,4108507,2.00%,3.44%
Haiti,1998,HTI,81682.91795,144351.097,4076446,4182038,2.00%,3.45%
Haiti,1999,HTI,83728.86079,147384.0719,4149152,4255252,2.02%,3.46%
Haiti,2000,HTI,85652.90272,150812.5817,4221290,4327906,2.03%,3.48%
Haiti,2001,HTI,87499.619,153838.0767,4292720,4399841,2.04%,3.50%
Haiti,2002,HTI,89650.32277,157332.7868,4363568,4471176,2.05%,3.52%
Haiti,2003,HTI,91610.48442,160712.5578,4434216,4542337,2.07%,3.54%
Haiti,2004,HTI,93599.48121,164390.517,4505246,4613928,2.08%,3.56%
Haiti,2005,HTI,95874.58685,167974.2294,4577045,4686363,2.09%,3.58%
Haiti,2006,HTI,97931.14912,171491.5046,4649686,4759766,2.11%,3.60%
Haiti,2007,HTI,99814.98208,174842.2343,4722964,4833927,2.11%,3.62%
Haiti,2008,HTI,101800.3557,178717.7311,4796579,4908443,2.12%,3.64%
Haiti,2009,HTI,103963.671,182432.847,4870111,4982760,2.13%,3.66%
Haiti,2010,HTI,106143.7568,186578.8536,4943177,5056431,2.15%,3.69%
Haiti,2011,HTI,108294.063,189605.311,5015717,5129345,2.16%,3.70%
Haiti,2012,HTI,110864.6428,193437.1585,5087695,5201522,2.18%,3.72%
Haiti,2013,HTI,113545.497,196619.0962,5158828,5272950,2.20%,3.73%
Haiti,2014,HTI,115859.3898,200270.9911,5228812,5343655,2.22%,3.75%
Haiti,2015,HTI,118531.5165,203910.4688,5297427,5413644,2.24%,3.77%
Haiti,2016,HTI,120872.8772,207634.1445,5364484,5482854,2.25%,3.79%
High-income Asia Pacific,1990,NA,2093446.823,3466575.428,NA,NA,NA,NA
High-income Asia Pacific,1991,NA,2119722.896,3501511.7,NA,NA,NA,NA
High-income Asia Pacific,1992,NA,2144398.244,3535203.256,NA,NA,NA,NA
High-income Asia Pacific,1993,NA,2167643.971,3563971.645,NA,NA,NA,NA
High-income Asia Pacific,1994,NA,2189542.299,3592616.361,NA,NA,NA,NA
High-income Asia Pacific,1995,NA,2212732.984,3620516.45,NA,NA,NA,NA
High-income Asia Pacific,1996,NA,2226114.263,3624473.514,NA,NA,NA,NA
High-income Asia Pacific,1997,NA,2242279.76,3633273.807,NA,NA,NA,NA
High-income Asia Pacific,1998,NA,2261345.644,3641587.575,NA,NA,NA,NA
High-income Asia Pacific,1999,NA,2276002.538,3645658.131,NA,NA,NA,NA
High-income Asia Pacific,2000,NA,2290715.496,3647474.649,NA,NA,NA,NA
High-income Asia Pacific,2001,NA,2321446.56,3697703.223,NA,NA,NA,NA
High-income Asia Pacific,2002,NA,2349158.35,3757145.604,NA,NA,NA,NA
High-income Asia Pacific,2003,NA,2379394.986,3812756.541,NA,NA,NA,NA
High-income Asia Pacific,2004,NA,2406097,3869624.813,NA,NA,NA,NA
High-income Asia Pacific,2005,NA,2439109.048,3930365.585,NA,NA,NA,NA
High-income Asia Pacific,2006,NA,2462266.89,3964723.694,NA,NA,NA,NA
High-income Asia Pacific,2007,NA,2483481.76,3996358.952,NA,NA,NA,NA
High-income Asia Pacific,2008,NA,2505105.267,4031447.845,NA,NA,NA,NA
High-income Asia Pacific,2009,NA,2532460.98,4069596.574,NA,NA,NA,NA
High-income Asia Pacific,2010,NA,2557809.042,4108412.141,NA,NA,NA,NA
High-income Asia Pacific,2011,NA,2582260.376,4149449.48,NA,NA,NA,NA
High-income Asia Pacific,2012,NA,2609507.93,4188271.25,NA,NA,NA,NA
High-income Asia Pacific,2013,NA,2634523.42,4226364.944,NA,NA,NA,NA
High-income Asia Pacific,2014,NA,2658689.268,4264681.091,NA,NA,NA,NA
High-income Asia Pacific,2015,NA,2686603.724,4304165.056,NA,NA,NA,NA
High-income Asia Pacific,2016,NA,2718271.8,4352955.232,NA,NA,NA,NA
High-middle SDI,1990,NA,12033548.25,20319737.65,NA,NA,NA,NA
